itemid,shopid,item_url
382243789,5954247,"https://shopee.com.my/Seagate-Ironwolf-NAS-16TB-14TB-12TB-10TB-8TB-6TB-4TB-3TB-2TB-1TB-3.5-SATA-HDD-7200RPM-5900RPM-Internal-Hard-Disk-Drive-i.5954247.382243789"
